student_id,course_id,term,grade_letter,grade_value,student_rating
S1066,COURSE1011,Fall 2025,B+,3.3,5.0
S1066,COURSE1071,Spring 2025,B+,3.3,5.0
S1067,COURSE1055,Spring 2025,A-,3.7,
S1067,COURSE1064,Spring 2023,B-,2.7,4.0
S1067,COURSE1010,Fall 2025,D+,1.3,4.0
S1067,COURSE1091,Spring 2023,B,3.0,2.0
S1067,COURSE1082,Fall 2024,A,4.0,4.0
S1067,COURSE1019,Fall 2025,C-,1.7,3.0
S1067,COURSE1001,Fall 2023,A,4.0,4.0
S1067,COURSE1073,Fall 2025,A-,3.7,2.0
S1067,COURSE1046,Spring 2024,C-,1.7,3.0
S1067,COURSE1037,Spring 2024,B+,3.3,3.0
S1067,COURSE1028,Spring 2023,D+,1.3,
S1067,COURSE1057,Spring 2023,C-,1.7,2.0
S1067,COURSE1016,Fall 2024,B-,2.7,1.0
S1067,COURSE1058,Spring 2023,B,3.0,
S1067,COURSE1054,Spring 2024,A,4.0,3.0
S1067,COURSE1092,Spring 2024,B,3.0,
S1067,COURSE1031,Fall 2023,D,1.0,3.0
S1067,COURSE1032,Spring 2024,B+,3.3,
S1067,COURSE1076,Spring 2023,C-,1.7,1.0
S1068,COURSE1065,Fall 2022,A,4.0,4.0
S1068,COURSE1011,Fall 2022,B+,3.3,3.0
S1068,COURSE1074,Spring 2022,B,3.0,2.0
S1068,COURSE1047,Spring 2023,C,2.0,4.0
S1068,COURSE1056,Spring 2023,C+,2.3,2.0
S1068,COURSE1083,Fall 2024,A-,3.7,4.0
S1068,COURSE1092,Fall 2025,C,2.0,
S1068,COURSE1002,Fall 2023,D+,1.3,
S1068,COURSE1029,Spring 2023,A-,3.7,3.0
S1068,COURSE1038,Fall 2022,D+,1.3,2.0
S1068,COURSE1020,Fall 2024,B+,3.3,
S1068,COURSE1085,Spring 2024,B+,3.3,4.0
S1068,COURSE1068,Fall 2023,A-,3.7,2.0
S1068,COURSE1034,Spring 2023,D,1.0,2.0
S1068,COURSE1073,Fall 2022,A-,3.7,4.0
S1068,COURSE1024,Spring 2022,A,4.0,2.0
S1068,COURSE1090,Fall 2025,B-,2.7,4.0
S1068,COURSE1088,Spring 2024,B+,3.3,3.0
S1068,COURSE1039,Fall 2022,A,4.0,5.0
S1068,COURSE1044,Spring 2025,A-,3.7,
S1068,COURSE1091,Spring 2022,B-,2.7,
S1069,COURSE1052,Fall 2024,A,4.0,
S1069,COURSE1079,Spring 2023,B,3.0,2.0
S1069,COURSE1097,Fall 2024,C,2.0,5.0
S1069,COURSE1043,Fall 2023,A-,3.7,
S1069,COURSE1016,Spring 2022,C-,1.7,1.0
S1069,COURSE1061,Spring 2022,A-,3.7,
S1069,COURSE1088,Fall 2022,A,4.0,4.0
S1069,COURSE1007,Spring 2025,C-,1.7,
S1069,COURSE1034,Fall 2025,A,4.0,1.0
S1069,COURSE1025,Spring 2025,C,2.0,1.0
S1069,COURSE1070,Fall 2022,A-,3.7,4.0
S1069,COURSE1078,Spring 2025,D+,1.3,5.0
S1069,COURSE1004,Spring 2024,C+,2.3,3.0
S1069,COURSE1071,Spring 2023,B-,2.7,3.0
S1069,COURSE1002,Spring 2024,C+,2.3,
S1069,COURSE1060,Spring 2023,B-,2.7,1.0
S1069,COURSE1003,Spring 2022,B,3.0,
S1069,COURSE1046,Spring 2022,A-,3.7,5.0
S1069,COURSE1033,Spring 2023,B+,3.3,3.0
S1069,COURSE1006,Fall 2025,B,3.0,4.0
S1069,COURSE1019,Spring 2022,C-,1.7,4.0
S1070,COURSE1092,Spring 2025,A,4.0,4.0
S1070,COURSE1020,Fall 2025,A-,3.7,
S1070,COURSE1056,Spring 2025,F,0.0,1.0
S1070,COURSE1029,Fall 2025,D,1.0,1.0
S1070,COURSE1002,Fall 2025,B,3.0,
S1070,COURSE1053,Spring 2025,B-,2.7,5.0
S1070,COURSE1044,Spring 2025,A,4.0,1.0
S1070,COURSE1001,Spring 2025,A-,3.7,5.0
S1071,COURSE1092,Fall 2024,C+,2.3,
S1071,COURSE1074,Fall 2024,D,1.0,4.0
S1071,COURSE1083,Fall 2024,B+,3.3,5.0
S1071,COURSE1020,Fall 2024,B,3.0,1.0
S1071,COURSE1065,Fall 2024,C-,1.7,5.0
S1071,COURSE1038,Spring 2024,B+,3.3,3.0
S1071,COURSE1047,Spring 2024,A,4.0,
S1071,COURSE1011,Spring 2024,B,3.0,
S1071,COURSE1056,Spring 2025,B-,2.7,2.0
S1071,COURSE1002,Spring 2024,C,2.0,5.0
S1071,COURSE1029,Fall 2024,B+,3.3,4.0
S1071,COURSE1010,Fall 2025,C-,1.7,5.0
S1071,COURSE1096,Spring 2024,B-,2.7,5.0
S1071,COURSE1099,Spring 2025,B+,3.3,5.0
S1071,COURSE1082,Fall 2024,A,4.0,4.0
S1071,COURSE1080,Fall 2025,A-,3.7,3.0
S1072,COURSE1050,Fall 2025,C,2.0,1.0
S1072,COURSE1059,Fall 2024,B-,2.7,3.0
S1072,COURSE1041,Spring 2024,B-,2.7,1.0
S1072,COURSE1086,Spring 2024,B+,3.3,
S1072,COURSE1005,Fall 2024,A,4.0,
S1072,COURSE1095,Fall 2025,D+,1.3,1.0
S1072,COURSE1068,Spring 2025,C+,2.3,1.0
S1072,COURSE1077,Fall 2025,D+,1.3,3.0
S1072,COURSE1014,Fall 2025,D,1.0,4.0
S1072,COURSE1023,Spring 2025,A-,3.7,
S1072,COURSE1032,Spring 2025,C+,2.3,
S1072,COURSE1079,Spring 2024,A,4.0,
S1072,COURSE1008,Spring 2025,A,4.0,
S1072,COURSE1057,Fall 2025,D,1.0,
S1072,COURSE1045,Fall 2025,B+,3.3,5.0
S1072,COURSE1073,Fall 2024,B-,2.7,4.0
S1072,COURSE1000,Fall 2024,B-,2.7,
S1073,COURSE1014,Fall 2025,B,3.0,4.0
S1073,COURSE1059,Fall 2025,D,1.0,5.0
S1073,COURSE1050,Spring 2025,B+,3.3,2.0
S1073,COURSE1077,Fall 2025,B-,2.7,3.0
S1073,COURSE1060,Spring 2025,A,4.0,4.0
S1073,COURSE1054,Spring 2025,B+,3.3,3.0
S1074,COURSE1006,Spring 2025,D+,1.3,3.0
S1074,COURSE1060,Spring 2024,B,3.0,
S1074,COURSE1069,Fall 2025,A,4.0,4.0
S1074,COURSE1096,Spring 2025,D,1.0,2.0
S1074,COURSE1051,Fall 2024,B+,3.3,3.0
S1074,COURSE1087,Fall 2025,A,4.0,3.0
S1074,COURSE1042,Spring 2025,B+,3.3,
S1074,COURSE1078,Spring 2025,D+,1.3,3.0
S1074,COURSE1033,Fall 2024,C,2.0,5.0
S1074,COURSE1000,Fall 2024,A,4.0,2.0
S1074,COURSE1044,Spring 2025,A,4.0,4.0
S1074,COURSE1097,Spring 2025,B-,2.7,
S1074,COURSE1091,Fall 2024,B,3.0,1.0
S1074,COURSE1073,Fall 2025,B,3.0,1.0
S1075,COURSE1094,Fall 2025,B-,2.7,2.0
S1075,COURSE1049,Fall 2023,B,3.0,4.0
S1075,COURSE1022,Spring 2025,B,3.0,5.0
S1075,COURSE1004,Fall 2024,C+,2.3,4.0
S1075,COURSE1040,Spring 2024,D+,1.3,
S1075,COURSE1076,Fall 2025,C+,2.3,
S1075,COURSE1058,Fall 2025,C,2.0,
S1075,COURSE1031,Fall 2023,D+,1.3,5.0
S1075,COURSE1085,Fall 2023,C+,2.3,2.0
S1075,COURSE1013,Spring 2025,B+,3.3,3.0
S1075,COURSE1067,Fall 2023,D+,1.3,5.0
S1075,COURSE1060,Spring 2025,D+,1.3,1.0
S1075,COURSE1077,Spring 2025,A-,3.7,
S1075,COURSE1032,Spring 2024,A,4.0,
S1075,COURSE1041,Fall 2024,A-,3.7,
S1075,COURSE1059,Spring 2024,B+,3.3,
S1075,COURSE1019,Spring 2023,B,3.0,5.0
S1075,COURSE1048,Spring 2023,A-,3.7,5.0
S1076,COURSE1066,Spring 2025,C+,2.3,2.0
S1076,COURSE1084,Fall 2024,B+,3.3,
S1076,COURSE1057,Spring 2024,A-,3.7,
S1076,COURSE1039,Fall 2025,D,1.0,4.0
S1076,COURSE1048,Spring 2024,B+,3.3,4.0
S1076,COURSE1021,Spring 2025,B+,3.3,1.0
S1076,COURSE1093,Spring 2025,C,2.0,4.0
S1076,COURSE1075,Spring 2024,A,4.0,2.0
S1076,COURSE1012,Spring 2025,C+,2.3,1.0
S1076,COURSE1003,Fall 2024,C+,2.3,1.0
S1076,COURSE1030,Spring 2024,A-,3.7,
S1076,COURSE1054,Spring 2024,A,4.0,3.0
S1076,COURSE1072,Fall 2025,A,4.0,
S1076,COURSE1009,Fall 2025,C,2.0,
S1076,COURSE1099,Fall 2025,D+,1.3,
S1076,COURSE1022,Fall 2025,B,3.0,4.0
S1076,COURSE1053,Spring 2025,C,2.0,
S1077,COURSE1006,Fall 2024,A,4.0,2.0
S1077,COURSE1024,Fall 2024,B,3.0,3.0
S1077,COURSE1060,Spring 2025,C-,1.7,4.0
S1077,COURSE1033,Fall 2024,D+,1.3,3.0
S1077,COURSE1015,Fall 2024,B+,3.3,4.0
S1077,COURSE1078,Spring 2023,D+,1.3,
S1077,COURSE1096,Fall 2023,A,4.0,3.0
S1077,COURSE1069,Spring 2024,B,3.0,2.0
S1077,COURSE1042,Spring 2024,B+,3.3,2.0
S1077,COURSE1051,Fall 2023,C+,2.3,1.0
S1077,COURSE1087,Spring 2024,B+,3.3,3.0
S1077,COURSE1021,Fall 2025,C-,1.7,2.0
S1077,COURSE1020,Fall 2024,B+,3.3,5.0
S1077,COURSE1009,Spring 2023,B,3.0,4.0
S1077,COURSE1064,Fall 2023,D+,1.3,
S1077,COURSE1090,Fall 2025,D+,1.3,1.0
S1077,COURSE1054,Fall 2023,C,2.0,5.0
S1077,COURSE1032,Fall 2025,A,4.0,5.0
S1077,COURSE1014,Spring 2023,C+,2.3,5.0
S1078,COURSE1010,Fall 2025,C+,2.3,2.0
S1078,COURSE1073,Spring 2025,F,0.0,
S1078,COURSE1037,Spring 2025,B+,3.3,4.0
S1078,COURSE1001,Fall 2025,A,4.0,4.0
S1078,COURSE1050,Spring 2025,C+,2.3,1.0
S1078,COURSE1022,Fall 2025,A-,3.7,2.0
S1079,COURSE1004,Spring 2024,B-,2.7,1.0
S1079,COURSE1085,Spring 2024,B,3.0,4.0
S1079,COURSE1076,Spring 2024,A,4.0,3.0
S1079,COURSE1013,Spring 2025,C-,1.7,5.0
S1079,COURSE1022,Spring 2024,B,3.0,3.0
S1079,COURSE1049,Fall 2023,A-,3.7,3.0
S1079,COURSE1058,Fall 2024,A-,3.7,5.0
S1079,COURSE1031,Fall 2023,C+,2.3,1.0
S1079,COURSE1094,Fall 2024,A,4.0,2.0
S1079,COURSE1067,Spring 2024,B,3.0,
S1079,COURSE1040,Spring 2024,A-,3.7,1.0
S1079,COURSE1086,Spring 2024,B-,2.7,
S1079,COURSE1050,Fall 2025,B-,2.7,
S1079,COURSE1042,Fall 2024,D,1.0,1.0
S1079,COURSE1014,Fall 2025,B-,2.7,5.0
S1079,COURSE1062,Fall 2024,A,4.0,
S1079,COURSE1041,Fall 2024,C+,2.3,1.0
S1079,COURSE1073,Fall 2025,F,0.0,
S1080,COURSE1056,Fall 2025,A-,3.7,1.0
S1080,COURSE1083,Spring 2024,C+,2.3,
S1080,COURSE1074,Fall 2024,B,3.0,1.0
S1080,COURSE1047,Fall 2023,B,3.0,2.0
S1080,COURSE1002,Fall 2024,A-,3.7,1.0
S1080,COURSE1092,Fall 2022,F,0.0,
S1080,COURSE1065,Spring 2023,C-,1.7,
S1080,COURSE1029,Fall 2025,C,2.0,
S1080,COURSE1020,Fall 2023,B,3.0,4.0
S1080,COURSE1011,Fall 2023,A,4.0,1.0
S1080,COURSE1038,Spring 2025,B,3.0,4.0
S1080,COURSE1033,Fall 2024,A-,3.7,2.0
S1080,COURSE1018,Fall 2023,F,0.0,5.0
S1080,COURSE1040,Fall 2022,C+,2.3,4.0
S1080,COURSE1028,Fall 2023,A,4.0,4.0
S1080,COURSE1046,Spring 2024,B+,3.3,
S1080,COURSE1013,Spring 2022,D,1.0,1.0
S1080,COURSE1015,Spring 2022,C+,2.3,1.0
S1080,COURSE1080,Spring 2022,A-,3.7,
S1080,COURSE1008,Spring 2024,B+,3.3,
S1080,COURSE1058,Spring 2023,B+,3.3,5.0
S1081,COURSE1025,Fall 2025,C,2.0,
S1081,COURSE1088,Spring 2025,A-,3.7,5.0
S1081,COURSE1097,Spring 2025,C,2.0,
S1081,COURSE1016,Spring 2025,B-,2.7,3.0
S1081,COURSE1079,Fall 2025,B,3.0,2.0
S1081,COURSE1034,Fall 2025,C+,2.3,
S1081,COURSE1043,Spring 2025,B-,2.7,1.0
S1081,COURSE1083,Spring 2025,A,4.0,2.0
S1081,COURSE1030,Spring 2025,B+,3.3,1.0
S1081,COURSE1062,Fall 2025,C+,2.3,
S1082,COURSE1028,Spring 2023,B+,3.3,5.0
S1082,COURSE1001,Spring 2024,B,3.0,3.0
S1082,COURSE1019,Spring 2025,B+,3.3,3.0
S1082,COURSE1091,Spring 2023,B+,3.3,1.0
S1082,COURSE1073,Fall 2023,A,4.0,2.0
S1082,COURSE1037,Spring 2025,A-,3.7,3.0
S1082,COURSE1055,Fall 2024,B+,3.3,3.0
S1082,COURSE1082,Fall 2023,A-,3.7,2.0
S1082,COURSE1010,Spring 2025,B,3.0,2.0
S1082,COURSE1046,Fall 2025,C-,1.7,
S1082,COURSE1064,Spring 2024,C,2.0,1.0
S1082,COURSE1074,Fall 2025,D,1.0,2.0
S1082,COURSE1008,Fall 2025,B+,3.3,
S1082,COURSE1054,Spring 2024,B+,3.3,
S1082,COURSE1007,Fall 2024,B,3.0,5.0
S1082,COURSE1016,Fall 2025,B-,2.7,4.0
S1082,COURSE1086,Spring 2025,B-,2.7,4.0
S1082,COURSE1020,Fall 2025,C+,2.3,3.0
S1083,COURSE1065,Fall 2023,D+,1.3,2.0
S1083,COURSE1083,Fall 2023,A,4.0,1.0
S1083,COURSE1029,Spring 2024,B,3.0,
S1083,COURSE1011,Spring 2025,B-,2.7,4.0
S1083,COURSE1056,Spring 2024,D+,1.3,5.0
S1083,COURSE1047,Spring 2024,C-,1.7,3.0
S1083,COURSE1038,Fall 2022,B+,3.3,1.0
S1083,COURSE1092,Spring 2024,A,4.0,4.0
S1083,COURSE1002,Fall 2024,C-,1.7,3.0
S1083,COURSE1020,Spring 2022,A-,3.7,5.0
S1083,COURSE1074,Spring 2023,B,3.0,5.0
S1083,COURSE1010,Fall 2024,B+,3.3,2.0
S1083,COURSE1096,Spring 2025,B,3.0,4.0
S1083,COURSE1045,Fall 2024,A-,3.7,4.0
S1083,COURSE1054,Spring 2022,A-,3.7,5.0
S1083,COURSE1067,Fall 2022,C+,2.3,2.0
S1083,COURSE1024,Spring 2024,A-,3.7,5.0
S1083,COURSE1005,Spring 2023,A,4.0,3.0
S1083,COURSE1012,Fall 2025,B-,2.7,4.0
S1083,COURSE1037,Fall 2025,C,2.0,4.0
S1083,COURSE1059,Spring 2023,C+,2.3,3.0
S1084,COURSE1078,Spring 2025,B-,2.7,
S1084,COURSE1051,Fall 2025,F,0.0,1.0
S1084,COURSE1069,Spring 2025,B+,3.3,1.0
S1084,COURSE1060,Fall 2025,C-,1.7,1.0
S1084,COURSE1006,Fall 2025,B-,2.7,
S1084,COURSE1003,Spring 2025,B+,3.3,4.0
S1084,COURSE1041,Spring 2025,C-,1.7,1.0
S1084,COURSE1004,Spring 2025,C+,2.3,3.0
S1085,COURSE1064,Fall 2024,B-,2.7,2.0
S1085,COURSE1073,Fall 2022,D,1.0,2.0
S1085,COURSE1037,Fall 2025,C,2.0,
S1085,COURSE1019,Fall 2023,B-,2.7,4.0
S1085,COURSE1046,Spring 2022,B+,3.3,4.0
S1085,COURSE1082,Fall 2024,C,2.0,3.0
S1085,COURSE1055,Fall 2023,B-,2.7,3.0
S1085,COURSE1010,Fall 2022,A-,3.7,4.0
S1085,COURSE1001,Fall 2023,C+,2.3,2.0
S1085,COURSE1091,Fall 2022,D,1.0,1.0
S1085,COURSE1028,Spring 2023,B+,3.3,
S1085,COURSE1021,Spring 2025,D,1.0,5.0
S1085,COURSE1015,Fall 2023,D,1.0,1.0
S1085,COURSE1005,Spring 2024,A,4.0,2.0
S1085,COURSE1035,Spring 2023,D+,1.3,5.0
S1085,COURSE1085,Fall 2025,A-,3.7,2.0
S1085,COURSE1025,Fall 2024,C,2.0,1.0
S1085,COURSE1044,Spring 2024,C,2.0,5.0
S1085,COURSE1079,Fall 2023,B+,3.3,4.0
S1085,COURSE1092,Spring 2025,D,1.0,5.0
S1085,COURSE1097,Fall 2022,B-,2.7,1.0
S1086,COURSE1050,Spring 2024,B-,2.7,4.0
S1086,COURSE1041,Fall 2025,B-,2.7,
S1086,COURSE1095,Fall 2024,A,4.0,
S1086,COURSE1077,Fall 2025,C-,1.7,1.0
S1086,COURSE1014,Fall 2025,B-,2.7,
S1086,COURSE1005,Spring 2024,B-,2.7,
S1086,COURSE1023,Fall 2025,B,3.0,1.0
S1086,COURSE1086,Fall 2024,C-,1.7,5.0
S1086,COURSE1059,Spring 2025,D+,1.3,3.0
S1086,COURSE1068,Fall 2025,A-,3.7,3.0
S1086,COURSE1032,Fall 2025,D+,1.3,1.0
S1086,COURSE1002,Fall 2025,B,3.0,2.0
S1086,COURSE1088,Fall 2025,A-,3.7,
S1086,COURSE1078,Spring 2025,B+,3.3,5.0
S1086,COURSE1097,Spring 2025,A,4.0,
S1086,COURSE1069,Spring 2024,B-,2.7,2.0
S1086,COURSE1020,Spring 2024,A-,3.7,
S1087,COURSE1029,Fall 2025,A,4.0,
S1087,COURSE1038,Fall 2025,D+,1.3,
S1087,COURSE1065,Spring 2025,A,4.0,4.0
S1087,COURSE1056,Spring 2025,B-,2.7,1.0
S1087,COURSE1074,Fall 2025,C,2.0,5.0
S1087,COURSE1002,Fall 2025,A-,3.7,5.0
S1087,COURSE1054,Spring 2025,F,0.0,5.0
S1087,COURSE1001,Fall 2025,B-,2.7,2.0
S1087,COURSE1097,Spring 2025,A,4.0,
S1088,COURSE1059,Spring 2025,A,4.0,
S1088,COURSE1077,Fall 2024,C,2.0,5.0
S1088,COURSE1095,Fall 2024,A-,3.7,3.0
S1088,COURSE1068,Fall 2024,B-,2.7,3.0
S1088,COURSE1014,Fall 2024,B-,2.7,1.0
S1088,COURSE1005,Fall 2024,C,2.0,2.0
S1088,COURSE1041,Spring 2025,B,3.0,4.0
S1088,COURSE1032,Fall 2024,B+,3.3,1.0
S1088,COURSE1050,Fall 2025,B,3.0,2.0
S1088,COURSE1086,Spring 2025,C-,1.7,
S1088,COURSE1023,Fall 2025,A,4.0,1.0
S1088,COURSE1088,Fall 2024,D,1.0,1.0
S1088,COURSE1015,Spring 2025,C-,1.7,5.0
S1088,COURSE1011,Fall 2025,A,4.0,
S1088,COURSE1020,Spring 2025,D+,1.3,1.0
S1088,COURSE1062,Fall 2024,A,4.0,2.0
S1088,COURSE1060,Fall 2025,A-,3.7,
S1089,COURSE1047,Fall 2024,C+,2.3,2.0
S1089,COURSE1074,Spring 2025,B+,3.3,
S1089,COURSE1029,Spring 2024,C+,2.3,1.0
S1089,COURSE1038,Spring 2024,C+,2.3,
S1089,COURSE1065,Spring 2024,A-,3.7,3.0
S1089,COURSE1020,Spring 2024,D+,1.3,5.0
S1089,COURSE1056,Fall 2025,C,2.0,4.0
S1089,COURSE1011,Fall 2025,C-,1.7,5.0
S1089,COURSE1083,Spring 2025,C+,2.3,3.0
S1089,COURSE1086,Fall 2025,B,3.0,4.0
S1089,COURSE1036,Spring 2025,A,4.0,2.0
S1089,COURSE1069,Fall 2024,C-,1.7,3.0
S1089,COURSE1045,Fall 2025,B,3.0,
S1089,COURSE1094,Fall 2025,B+,3.3,
S1090,COURSE1005,Spring 2025,A-,3.7,
S1090,COURSE1086,Spring 2025,C-,1.7,
S1090,COURSE1014,Spring 2024,B+,3.3,3.0
S1090,COURSE1095,Spring 2023,A,4.0,4.0
S1090,COURSE1068,Fall 2023,A-,3.7,4.0
S1090,COURSE1032,Fall 2025,C+,2.3,
S1090,COURSE1050,Fall 2025,B+,3.3,2.0
S1090,COURSE1059,Spring 2025,A-,3.7,
S1090,COURSE1041,Spring 2025,C,2.0,3.0
S1090,COURSE1077,Spring 2023,D+,1.3,4.0
S1090,COURSE1023,Fall 2024,B+,3.3,3.0
S1090,COURSE1087,Spring 2024,F,0.0,
S1090,COURSE1064,Fall 2023,B-,2.7,1.0
S1090,COURSE1047,Spring 2025,D,1.0,5.0
S1090,COURSE1016,Spring 2025,C+,2.3,5.0
S1090,COURSE1089,Fall 2025,D+,1.3,2.0
S1090,COURSE1013,Spring 2024,B+,3.3,2.0
S1090,COURSE1048,Fall 2024,C+,2.3,4.0
S1091,COURSE1040,Fall 2025,A,4.0,2.0
S1091,COURSE1031,Fall 2023,C+,2.3,5.0
S1091,COURSE1004,Spring 2025,C,2.0,
S1091,COURSE1067,Spring 2025,B,3.0,2.0
S1091,COURSE1013,Fall 2023,A-,3.7,3.0
S1091,COURSE1022,Fall 2025,B-,2.7,3.0
S1091,COURSE1076,Fall 2025,F,0.0,2.0
S1091,COURSE1094,Spring 2025,B,3.0,
S1091,COURSE1058,Spring 2022,B+,3.3,2.0
S1091,COURSE1049,Fall 2023,B,3.0,2.0
S1091,COURSE1085,Spring 2023,B+,3.3,
S1091,COURSE1035,Spring 2023,F,0.0,4.0
S1091,COURSE1065,Fall 2024,D+,1.3,4.0
S1091,COURSE1093,Fall 2025,A,4.0,3.0
S1091,COURSE1018,Spring 2022,B,3.0,5.0
S1091,COURSE1062,Fall 2022,B,3.0,3.0
S1091,COURSE1092,Fall 2025,A,4.0,4.0
S1091,COURSE1050,Spring 2024,D+,1.3,3.0
S1091,COURSE1010,Fall 2024,C,2.0,3.0
S1091,COURSE1080,Fall 2025,A,4.0,5.0
S1091,COURSE1059,Fall 2023,B,3.0,2.0
S1092,COURSE1083,Spring 2025,C+,2.3,
S1092,COURSE1038,Spring 2025,B-,2.7,3.0
S1092,COURSE1065,Spring 2025,C,2.0,5.0
S1092,COURSE1056,Spring 2025,B,3.0,
S1092,COURSE1011,Fall 2025,B+,3.3,2.0
S1092,COURSE1064,Spring 2025,A-,3.7,3.0
S1092,COURSE1093,Fall 2025,B-,2.7,2.0
S1092,COURSE1080,Fall 2025,C,2.0,
S1093,COURSE1069,Spring 2023,B,3.0,5.0
S1093,COURSE1051,Spring 2025,B,3.0,4.0
S1093,COURSE1096,Fall 2024,B+,3.3,
S1093,COURSE1060,Fall 2025,C+,2.3,1.0
S1093,COURSE1087,Spring 2024,A-,3.7,1.0
S1093,COURSE1078,Fall 2024,D,1.0,
S1093,COURSE1015,Spring 2024,B-,2.7,
S1093,COURSE1042,Fall 2025,C+,2.3,
S1093,COURSE1033,Fall 2023,C,2.0,4.0
S1093,COURSE1006,Fall 2023,A-,3.7,4.0
S1093,COURSE1024,Spring 2023,C+,2.3,4.0
S1093,COURSE1046,Fall 2025,C,2.0,1.0
S1093,COURSE1056,Fall 2024,B+,3.3,1.0
S1093,COURSE1073,Spring 2024,B-,2.7,
S1093,COURSE1016,Spring 2023,A-,3.7,1.0
S1093,COURSE1074,Fall 2023,C-,1.7,4.0
S1093,COURSE1055,Spring 2024,B+,3.3,2.0
S1093,COURSE1097,Fall 2023,B,3.0,4.0
S1094,COURSE1055,Fall 2025,C,2.0,
S1094,COURSE1073,Fall 2025,A,4.0,4.0
S1094,COURSE1001,Fall 2025,A,4.0,
S1094,COURSE1019,Fall 2025,B+,3.3,
S1094,COURSE1082,Spring 2025,B,3.0,4.0
S1094,COURSE1096,Spring 2025,C+,2.3,1.0
S1094,COURSE1076,Spring 2025,D,1.0,5.0
S1094,COURSE1038,Spring 2025,D+,1.3,
S1095,COURSE1066,Spring 2024,B,3.0,2.0
S1095,COURSE1012,Spring 2022,D,1.0,
S1095,COURSE1003,Fall 2025,A,4.0,
S1095,COURSE1075,Fall 2023,A,4.0,1.0
S1095,COURSE1039,Fall 2022,A-,3.7,3.0
S1095,COURSE1048,Spring 2025,C+,2.3,3.0
S1095,COURSE1057,Fall 2022,C-,1.7,
S1095,COURSE1093,Fall 2025,C+,2.3,2.0
S1095,COURSE1021,Spring 2022,C,2.0,3.0
S1095,COURSE1030,Fall 2023,C+,2.3,
S1095,COURSE1084,Spring 2025,B+,3.3,2.0
S1095,COURSE1028,Fall 2024,A,4.0,5.0
S1095,COURSE1040,Fall 2025,B-,2.7,3.0
S1095,COURSE1083,Fall 2022,B,3.0,1.0
S1095,COURSE1008,Spring 2023,D,1.0,
S1095,COURSE1044,Fall 2025,D+,1.3,
S1095,COURSE1062,Fall 2024,B-,2.7,4.0
S1095,COURSE1050,Fall 2022,C+,2.3,5.0
S1095,COURSE1023,Spring 2022,A,4.0,4.0
S1095,COURSE1037,Spring 2022,D+,1.3,3.0
S1095,COURSE1086,Spring 2023,B-,2.7,2.0
S1095,COURSE1031,Spring 2022,D+,1.3,3.0
S1096,COURSE1048,Spring 2024,B,3.0,5.0
S1096,COURSE1084,Spring 2023,B-,2.7,1.0
S1096,COURSE1012,Spring 2023,A-,3.7,3.0
S1096,COURSE1075,Spring 2023,C-,1.7,5.0
S1096,COURSE1039,Fall 2022,C,2.0,
S1096,COURSE1030,Spring 2023,A-,3.7,5.0
S1096,COURSE1003,Fall 2025,B-,2.7,1.0
S1096,COURSE1057,Spring 2023,B-,2.7,1.0
S1096,COURSE1066,Spring 2024,A,4.0,5.0
S1096,COURSE1093,Fall 2024,C-,1.7,3.0
S1096,COURSE1021,Spring 2024,B-,2.7,2.0
S1096,COURSE1094,Fall 2025,A-,3.7,2.0
S1096,COURSE1096,Fall 2023,C-,1.7,1.0
S1096,COURSE1062,Fall 2022,B-,2.7,5.0
S1096,COURSE1082,Fall 2025,B-,2.7,4.0
S1096,COURSE1073,Spring 2023,B-,2.7,4.0
S1096,COURSE1006,Spring 2024,A,4.0,
S1096,COURSE1031,Fall 2025,A,4.0,2.0
S1096,COURSE1036,Fall 2025,C-,1.7,3.0
S1096,COURSE1071,Spring 2024,B,3.0,
S1096,COURSE1035,Spring 2022,F,0.0,1.0
S1097,COURSE1001,Fall 2023,B,3.0,
S1097,COURSE1055,Fall 2025,A-,3.7,
S1097,COURSE1064,Fall 2025,B+,3.3,5.0
S1097,COURSE1010,Fall 2025,A-,3.7,2.0
S1097,COURSE1091,Spring 2025,D+,1.3,3.0
S1097,COURSE1073,Fall 2023,C+,2.3,4.0
S1097,COURSE1019,Fall 2024,C-,1.7,
S1097,COURSE1046,Fall 2023,A,4.0,4.0
S1097,COURSE1028,Spring 2023,C-,1.7,3.0
S1097,COURSE1082,Spring 2025,D+,1.3,2.0
S1097,COURSE1037,Fall 2023,A,4.0,
S1097,COURSE1030,Spring 2025,B+,3.3,1.0
S1097,COURSE1075,Fall 2025,B-,2.7,4.0
S1097,COURSE1066,Spring 2023,D+,1.3,3.0
S1097,COURSE1039,Fall 2025,A-,3.7,3.0
S1097,COURSE1083,Fall 2023,B,3.0,4.0
S1097,COURSE1033,Spring 2023,B-,2.7,5.0
S1097,COURSE1035,Spring 2023,A-,3.7,3.0
S1097,COURSE1043,Spring 2023,A,4.0,5.0
S1098,COURSE1079,Spring 2024,A,4.0,2.0
S1098,COURSE1088,Fall 2025,B+,3.3,2.0
S1098,COURSE1061,Fall 2024,B+,3.3,3.0
S1098,COURSE1097,Spring 2025,D+,1.3,
S1098,COURSE1034,Spring 2023,C+,2.3,4.0
S1098,COURSE1007,Spring 2024,C,2.0,5.0
S1098,COURSE1025,Spring 2023,D+,1.3,
S1098,COURSE1070,Fall 2025,C,2.0,
